<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
TCSG;D;210830;000000;6668;6725;6564.6;6600.8;238815
TCSG;D;210831;000000;6617;6631.4;6416;6452.2;481349
TCSG;D;210901;000000;6484;6926.8;6453.2;6889.4;537290
TCSG;D;210902;000000;6896;7021.2;6716;6986;503103
TCSG;D;210903;000000;6980.4;7072.2;6890.6;6999.4;500735
TCSG;D;210906;000000;7040;7083.4;6863.6;6961.2;276916
TCSG;D;210907;000000;7000;7037;6863.2;6897;235649
TCSG;D;210908;000000;6911.8;6917.8;6660.4;6702.8;336045
TCSG;D;210909;000000;6670;6854;6578.4;6752.2;320657
TCSG;D;210910;000000;6770;6880.6;6739.4;6803.2;199247
TCSG;D;210913;000000;6830;6856;6642.4;6794;268167
TCSG;D;210914;000000;6810.2;6830;6530;6637.2;271036
TCSG;D;210915;000000;6667;6679.8;6412;6486.8;379940
TCSG;D;210916;000000;6497;6634;6369;6553;484379
TCSG;D;210917;000000;6550.2;6800;6550;6740;381191
TCSG;D;210920;000000;6767;6827.2;6560.2;6725;281240
TCSG;D;210921;000000;6750;6750;6590.2;6687;225673
TCSG;D;210922;000000;6690;6778.4;6631;6681;206851
TCSG;D;210923;000000;6733.4;6737.8;6643.4;6693;91413
TCSG;D;210924;000000;6715.2;6721.4;6505.8;6565;176667
TCSG;D;210927;000000;6590;6614.2;6402.8;6449.4;242380
TCSG;D;210928;000000;6467.8;6471;6170;6197.2;363324
TCSG;D;210929;000000;6203.6;6423.8;6176.2;6402;256859
TCSG;D;210930;000000;6404;6689;6332;6628.4;435197
TCSG;D;211001;000000;6628;6822;6572.2;6778.6;390863
TCSG;D;211004;000000;6788;6943;6650;6667.2;425142
TCSG;D;211005;000000;6690;6884.8;6660;6835;295785
TCSG;D;211006;000000;6874.8;7011.2;6783.8;6986.2;509384
TCSG;D;211007;000000;6996;7236;6996;7140;410124
TCSG;D;211008;000000;7158;7244.4;7063.2;7155;272112
TCSG;D;211011;000000;7170;7225;7051;7206;226782
TCSG;D;211012;000000;7197.8;7361;7132.8;7331.4;331882
TCSG;D;211013;000000;7360;7677.6;7290;7610.4;720095
TCSG;D;211014;000000;7630;7924.6;7542.2;7767.6;550098
TCSG;D;211015;000000;7800;7893.8;7678.6;7820.2;248259
TCSG;D;211018;000000;7849.8;7945.2;7700.2;7724;293790
TCSG;D;211019;000000;7728;7836.6;7485.2;7805;281252
TCSG;D;211020;000000;7825;7944;7770;7824.4;322980
TCSG;D;211021;000000;7850.8;7924.2;7815.2;7853;194655
TCSG;D;211022;000000;7860.6;7909.8;7642.4;7660;180080
TCSG;D;211025;000000;7667;7754;7500;7600;201897
TCSG;D;211026;000000;7625;7625.2;7300;7310.2;272745
TCSG;D;211027;000000;7340;7449.2;7067;7268;400718
TCSG;D;211028;000000;7297.8;7420;7208;7396.8;301498
TCSG;D;211029;000000;7424;7448.6;7185.4;7310;216118
TCSG;D;211101;000000;7324.8;7816;7304.2;7790.8;413361
TCSG;D;211102;000000;7792;7970;7700;7867;318495
TCSG;D;211103;000000;7875.4;7944;7702;7852.8;211368
TCSG;D;211105;000000;7860.8;8040.2;7760;8025;281489
TCSG;D;211108;000000;8025.2;8518.4;8025.2;8345;508148
TCSG;D;211109;000000;8400;8474.2;7876.6;7983.6;398054
TCSG;D;211110;000000;7983.8;8180;7605;7654.2;538725
TCSG;D;211111;000000;7670;7780;7312;7508;760551
TCSG;D;211112;000000;7520;7557.8;7230;7334;421397
TCSG;D;211115;000000;7347.2;7681.8;7335;7422.6;660204
