<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
GMKN;D;200324;000000;171.02;199.84;171;190.28;122094400
GMKN;D;200325;000000;196.28;203.5;185.22;199.3;86421100
GMKN;D;200326;000000;202.4;202.54;190;201;49496900
GMKN;D;200327;000000;200.9;202.74;190.2;193.06;45836900
GMKN;D;200330;000000;190.88;195.2;187.96;194.62;28639200
GMKN;D;200331;000000;197.88;199;191.62;195.18;42984800
GMKN;D;200401;000000;191.24;192.44;188.3;189.52;27272100
GMKN;D;200402;000000;194.2;194.92;185.66;189.98;46488100
GMKN;D;200403;000000;189;192.6;187.56;190.32;24643600
GMKN;D;200406;000000;192.08;195.9;190.8;195.9;24787500
GMKN;D;200407;000000;198.3;201.32;196.16;197.8;37787000
GMKN;D;200408;000000;196;201.64;195.04;201.64;29948500
GMKN;D;200409;000000;203.52;212.54;202.84;211.38;35335100
GMKN;D;200410;000000;209.98;209.98;205.3;206.5;13646900
GMKN;D;200413;000000;206.6;208.98;199.8;201;18849800
GMKN;D;200414;000000;203.16;208.72;202.46;207.02;26163700
GMKN;D;200415;000000;206;207.32;193.8;196.46;34186800
GMKN;D;200416;000000;198;200.34;193;195.2;34808400
GMKN;D;200417;000000;199.02;199.36;196.06;197.18;19900300
GMKN;D;200420;000000;197.4;201.12;196.08;200.36;15121900
GMKN;D;200421;000000;197.4;199.24;185.2;192.4;42621700
GMKN;D;200422;000000;189.96;197.9;189.38;196.14;31169900
GMKN;D;200423;000000;198;204.86;195.16;202.16;31638200
GMKN;D;200424;000000;200.8;205.2;198.7;201.5;27210500
GMKN;D;200427;000000;202.82;204.7;199.12;200.34;19257500
GMKN;D;200428;000000;200.64;203.3;198.74;200.54;25904900
GMKN;D;200429;000000;201.52;208.48;200.3;205.96;23446800
GMKN;D;200430;000000;207.24;208.76;203.06;204.78;22750900
GMKN;D;200504;000000;202.44;202.92;198.66;201.26;19236200
GMKN;D;200505;000000;203.02;204.52;199.58;200.34;14515600
GMKN;D;200506;000000;201.28;203.34;199.2;199.4;20688900
GMKN;D;200507;000000;199.86;203.24;199.62;202.24;25183200
GMKN;D;200508;000000;203.2;203.7;201.3;201.44;12843500
GMKN;D;200512;000000;203.58;211.26;202.76;210.16;41460200
GMKN;D;200513;000000;209.12;209.74;206.5;207.62;22841500
GMKN;D;200514;000000;206.8;208.62;200;201.04;28575500
GMKN;D;200515;000000;203.4;207.54;202.06;202.06;23857300
GMKN;D;200518;000000;206.24;215;205.5;214.74;35217200
GMKN;D;200519;000000;215.52;219.7;213.6;219.2;34889800
GMKN;D;200520;000000;219.22;231.58;218.02;229.52;41932000
GMKN;D;200521;000000;229.52;231.5;224.52;225.36;37313000
GMKN;D;200522;000000;217.88;223.88;215.24;220.02;34274800
GMKN;D;200525;000000;220;224.18;217.86;223.94;18680200
GMKN;D;200526;000000;226.2;228.4;220.34;221.18;22472600
GMKN;D;200527;000000;220.78;226.8;217.24;221.1;31357800
GMKN;D;200528;000000;222.52;226.14;221.88;225.44;24341000
GMKN;D;200529;000000;224.76;224.78;220.12;221.1;33305700
